Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
188,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,11%,"$15,162.00",7.8,Chicago,German,360,6030,8,Tech Enthusiasts,07-07-2021
189,DataTech Solutions,Social Media,Women 25-34,15 days,Email,12%,"$15,403.00",6.21,Houston,English,542,6792,6,Foodies,08-07-2021
190,Innovate Industries,Influencer,All Ages,15 days,Email,6%,"$5,363.00",5.46,Chicago,German,369,8511,8,Tech Enthusiasts,09-07-2021
191,DataTech Solutions,Social Media,Women 35-44,60 days,Website,12%,"$13,903.00",2.46,Chicago,German,461,9733,9,Tech Enthusiasts,10-07-2021
192,TechCorp,Influencer,Men 25-34,45 days,Facebook,12%,"$14,271.00",5.64,New York,Mandarin,842,2301,1,Health & Wellness,11-07-2021
193,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,5%,"$13,744.00",4.7,Miami,German,743,5155,5,Fashionistas,12-07-2021
194,NexGen Systems,Email,All Ages,15 days,Google Ads,10%,"$6,093.00",4.28,New York,Mandarin,423,1340,7,Foodies,13-07-2021
195,DataTech Solutions,Email,All Ages,45 days,Email,7%,"$5,272.00",3.62,Chicago,Spanish,939,9590,9,Foodies,14-07-2021
196,DataTech Solutions,Display,Women 35-44,30 days,YouTube,2%,"$6,208.00",7.31,Houston,Mandarin,257,9939,8,Health & Wellness,15-07-2021
197,Innovate Industries,Influencer,Women 25-34,45 days,Email,10%,"$15,437.00",3.72,Los Angeles,English,683,4212,6,Tech Enthusiasts,16-07-2021
198,DataTech Solutions,Display,Men 18-24,15 days,Instagram,1%,"$16,368.00",4.37,Los Angeles,Mandarin,433,8942,5,Tech Enthusiasts,17-07-2021
199,Innovate Industries,Influencer,Men 18-24,45 days,Email,14%,"$10,939.00",4.79,Miami,Spanish,146,1404,3,Outdoor Adventurers,18-07-2021
200,TechCorp,Influencer,Men 25-34,30 days,Google Ads,2%,"$16,312.00",2.63,Chicago,English,117,4406,7,Outdoor Adventurers,19-07-2021
201,Innovate Industries,Search,Women 35-44,60 days,Facebook,9%,"$9,518.00",4.22,Houston,German,324,8445,6,Tech Enthusiasts,20-07-2021
202,DataTech Solutions,Influencer,Women 35-44,45 days,Instagram,13%,"$16,258.00",5.83,Chicago,French,317,2305,10,Foodies,21-07-2021
203,DataTech Solutions,Display,All Ages,30 days,Email,10%,"$7,176.00",7.27,Los Angeles,Spanish,472,7157,10,Tech Enthusiasts,22-07-2021
204,TechCorp,Influencer,Men 18-24,45 days,Google Ads,15%,"$14,405.00",7.51,Los Angeles,French,896,7502,9,Foodies,23-07-2021
205,DataTech Solutions,Influencer,Women 35-44,45 days,Email,11%,"$13,293.00",7.49,Chicago,Mandarin,132,1159,10,Foodies,24-07-2021
206,Innovate Industries,Email,Men 18-24,15 days,Website,12%,"$14,318.00",3.69,Miami,Spanish,210,2135,3,Tech Enthusiasts,25-07-2021
207,TechCorp,Social Media,Women 25-34,60 days,Instagram,5%,"$8,772.00",6.29,New York,English,209,6176,6,Health & Wellness,26-07-2021
208,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,11%,"$12,864.00",2.87,Los Angeles,English,280,2676,7,Health & Wellness,27-07-2021
209,NexGen Systems,Display,All Ages,15 days,Google Ads,11%,"$17,562.00",3.66,Chicago,English,308,6903,7,Health & Wellness,28-07-2021
210,Innovate Industries,Display,All Ages,45 days,Email,8%,"$17,461.00",2.81,Los Angeles,Mandarin,554,8096,10,Health & Wellness,29-07-2021
211,DataTech Solutions,Search,Women 35-44,30 days,Website,8%,"$19,366.00",7.94,Chicago,Spanish,868,8919,10,Health & Wellness,30-07-2021
212,NexGen Systems,Social Media,All Ages,30 days,Instagram,2%,"$6,907.00",2.39,Houston,French,376,1503,5,Foodies,31-07-2021
213,DataTech Solutions,Social Media,Women 25-34,45 days,Email,15%,"$16,540.00",2.72,Houston,Mandarin,264,3516,2,Foodies,01-08-2021
214,TechCorp,Display,All Ages,60 days,Email,5%,"$5,020.00",7.67,Chicago,Spanish,773,3130,5,Health & Wellness,02-08-2021
215,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,6%,"$13,697.00",2.79,Los Angeles,Spanish,999,2557,3,Health & Wellness,03-08-2021
216,Alpha Innovations,Social Media,Women 25-34,30 days,Email,14%,"$19,308.00",4.39,New York,Mandarin,726,6296,5,Health & Wellness,04-08-2021
217,NexGen Systems,Search,Women 35-44,30 days,Google Ads,11%,"$13,185.00",6.06,Houston,English,614,9971,10,Fashionistas,05-08-2021
218,DataTech Solutions,Email,Men 18-24,15 days,Instagram,5%,"$15,880.00",5.85,Los Angeles,Spanish,967,9549,5,Tech Enthusiasts,06-08-2021
219,TechCorp,Search,Women 25-34,15 days,Email,8%,"$13,524.00",3.91,Los Angeles,Spanish,167,9596,10,Foodies,07-08-2021
220,Innovate Industries,Influencer,All Ages,15 days,Email,3%,"$10,536.00",8,New York,Mandarin,924,3584,10,Fashionistas,08-08-2021
221,Alpha Innovations,Email,Men 18-24,15 days,Email,2%,"$5,941.00",6.73,Miami,French,715,8580,2,Tech Enthusiasts,09-08-2021
222,Alpha Innovations,Email,Men 25-34,15 days,Instagram,9%,"$12,239.00",2.98,Los Angeles,Mandarin,198,8847,2,Foodies,10-08-2021
223,DataTech Solutions,Search,Women 25-34,30 days,Facebook,4%,"$11,973.00",5.36,Los Angeles,Spanish,240,5611,6,Fashionistas,11-08-2021
224,TechCorp,Display,Women 35-44,15 days,Google Ads,10%,"$5,697.00",7.76,Miami,German,285,3131,1,Foodies,12-08-2021
225,DataTech Solutions,Email,Men 25-34,30 days,Instagram,12%,"$6,388.00",6.8,Houston,English,159,4073,7,Outdoor Adventurers,13-08-2021
226,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,15%,"$10,330.00",2.83,Houston,French,153,5056,1,Foodies,14-08-2021
227,Innovate Industries,Email,Men 18-24,45 days,Instagram,8%,"$5,429.00",6.93,Los Angeles,English,423,7289,1,Foodies,15-08-2021
228,TechCorp,Influencer,Men 25-34,45 days,Google Ads,15%,"$16,318.00",5.39,Chicago,German,660,1268,1,Health & Wellness,16-08-2021
229,Innovate Industries,Search,Men 25-34,60 days,Website,8%,"$10,475.00",6.46,Los Angeles,Mandarin,111,8357,6,Tech Enthusiasts,17-08-2021
230,Alpha Innovations,Search,Women 35-44,30 days,Instagram,2%,"$14,610.00",5.38,Los Angeles,French,820,5111,4,Fashionistas,18-08-2021
231,DataTech Solutions,Email,Women 35-44,15 days,Facebook,10%,"$9,636.00",5.08,New York,German,935,6946,2,Fashionistas,19-08-2021
232,NexGen Systems,Email,Women 25-34,60 days,Google Ads,5%,"$11,450.00",2.89,New York,Spanish,685,7667,6,Fashionistas,20-08-2021
233,DataTech Solutions,Email,Women 35-44,60 days,Facebook,2%,"$14,372.00",4.26,Houston,Spanish,703,6178,2,Tech Enthusiasts,21-08-2021
234,Innovate Industries,Search,Men 25-34,60 days,Website,4%,"$15,105.00",5.61,Chicago,German,366,8306,1,Fashionistas,22-08-2021
235,Alpha Innovations,Display,Men 25-34,15 days,Facebook,7%,"$10,319.00",7.47,Chicago,German,409,4851,6,Outdoor Adventurers,23-08-2021
236,TechCorp,Search,Women 25-34,45 days,Google Ads,4%,"$5,220.00",4.79,New York,French,662,8586,2,Fashionistas,24-08-2021
237,NexGen Systems,Search,Men 18-24,30 days,Email,14%,"$15,820.00",5.12,Chicago,German,240,6283,9,Health & Wellness,25-08-2021
238,Innovate Industries,Display,Men 18-24,60 days,Website,1%,"$18,076.00",3.13,New York,English,320,5064,6,Fashionistas,26-08-2021
239,Innovate Industries,Social Media,Women 25-34,60 days,Email,8%,"$18,074.00",5.99,Chicago,German,587,4909,5,Outdoor Adventurers,27-08-2021
240,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,10%,"$6,676.00",5.75,Los Angeles,Spanish,119,6702,7,Tech Enthusiasts,28-08-2021
241,Innovate Industries,Display,Women 25-34,45 days,Email,6%,"$19,928.00",4.24,Miami,French,116,3794,4,Foodies,29-08-2021
242,NexGen Systems,Search,Women 25-34,60 days,Google Ads,11%,"$14,322.00",5.66,New York,Spanish,872,8759,2,Fashionistas,30-08-2021
243,Alpha Innovations,Influencer,Men 18-24,60 days,Website,10%,"$19,463.00",3.02,Miami,Mandarin,970,8060,3,Tech Enthusiasts,31-08-2021
244,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,13%,"$12,616.00",5.23,New York,German,864,1054,6,Fashionistas,01-09-2021
245,DataTech Solutions,Influencer,Women 25-34,30 days,Website,12%,"$14,856.00",2.05,Chicago,Mandarin,597,2672,3,Fashionistas,02-09-2021
246,DataTech Solutions,Display,Men 18-24,15 days,Instagram,14%,"$19,347.00",3.49,Houston,French,993,5113,2,Tech Enthusiasts,03-09-2021
247,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,15%,"$14,124.00",6.53,New York,Spanish,967,4832,8,Health & Wellness,04-09-2021
248,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,15%,"$9,761.00",3.26,Chicago,Mandarin,350,4327,10,Outdoor Adventurers,05-09-2021
249,DataTech Solutions,Social Media,Women 35-44,30 days,Google Ads,10%,"$5,575.00",3.42,Houston,English,324,2310,6,Foodies,06-09-2021
250,Alpha Innovations,Display,All Ages,15 days,Email,13%,"$15,120.00",5.25,Chicago,Mandarin,897,1928,7,Fashionistas,07-09-2021
251,Innovate Industries,Display,Women 25-34,45 days,Website,10%,"$16,108.00",2.15,New York,French,162,7983,7,Fashionistas,08-09-2021
252,Innovate Industries,Display,Men 18-24,60 days,Email,3%,"$6,459.00",5.33,Houston,Mandarin,949,7441,4,Outdoor Adventurers,09-09-2021
253,Alpha Innovations,Search,All Ages,30 days,Email,8%,"$16,937.00",4.24,Houston,French,154,7455,9,Tech Enthusiasts,10-09-2021
254,Innovate Industries,Influencer,Women 35-44,60 days,Facebook,7%,"$11,092.00",4.55,Los Angeles,English,735,7035,7,Foodies,11-09-2021
255,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,5%,"$6,772.00",5.55,New York,Spanish,341,9370,2,Fashionistas,12-09-2021
256,NexGen Systems,Influencer,Men 25-34,30 days,YouTube,8%,"$7,331.00",2.27,Miami,Spanish,222,7421,7,Health & Wellness,13-09-2021
257,Innovate Industries,Display,Men 25-34,45 days,YouTube,2%,"$16,189.00",6.92,New York,German,841,9783,7,Foodies,14-09-2021
258,Innovate Industries,Display,Women 35-44,30 days,Instagram,6%,"$11,003.00",7.63,Miami,Mandarin,986,6349,3,Fashionistas,15-09-2021
259,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,7%,"$7,726.00",7.64,Houston,German,314,4021,4,Tech Enthusiasts,16-09-2021
260,Innovate Industries,Search,Men 25-34,30 days,Website,3%,"$15,424.00",2.56,New York,English,838,9611,6,Tech Enthusiasts,17-09-2021
261,Alpha Innovations,Display,Men 18-24,45 days,Instagram,4%,"$13,154.00",5.69,Chicago,Spanish,394,7139,2,Health & Wellness,18-09-2021
262,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,4%,"$9,005.00",3.35,Los Angeles,Mandarin,536,7663,4,Foodies,19-09-2021
263,TechCorp,Search,All Ages,30 days,Google Ads,12%,"$13,481.00",6.44,Chicago,Mandarin,143,5377,8,Tech Enthusiasts,20-09-2021
264,TechCorp,Social Media,Men 18-24,45 days,Email,5%,"$9,957.00",3.16,Houston,French,426,4894,10,Health & Wellness,21-09-2021
265,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,7%,"$12,840.00",3.29,Houston,French,295,9944,9,Foodies,22-09-2021
266,Alpha Innovations,Display,All Ages,30 days,Website,7%,"$18,572.00",7.1,Chicago,French,661,8775,2,Foodies,23-09-2021
267,NexGen Systems,Social Media,Men 18-24,15 days,Website,7%,"$7,981.00",4.52,Houston,German,441,9476,7,Outdoor Adventurers,24-09-2021
268,TechCorp,Search,Women 25-34,30 days,Google Ads,3%,"$13,134.00",7.66,Houston,Mandarin,983,3980,4,Outdoor Adventurers,25-09-2021
269,Alpha Innovations,Email,Women 25-34,45 days,Email,9%,"$17,232.00",3.77,Houston,French,354,9225,3,Health & Wellness,26-09-2021
270,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,3%,"$18,883.00",3.54,New York,Mandarin,570,9730,9,Fashionistas,27-09-2021
271,Innovate Industries,Display,Men 25-34,15 days,Instagram,3%,"$14,168.00",3.39,New York,English,676,4287,1,Health & Wellness,28-09-2021
272,Innovate Industries,Search,Men 25-34,30 days,Email,9%,"$8,078.00",4.65,Miami,Spanish,741,5040,2,Foodies,29-09-2021
273,TechCorp,Search,Women 35-44,15 days,Instagram,6%,"$19,023.00",7.62,Los Angeles,German,274,4451,7,Tech Enthusiasts,30-09-2021
274,DataTech Solutions,Social Media,All Ages,45 days,Facebook,8%,"$12,970.00",7.25,Los Angeles,French,860,6750,6,Foodies,01-10-2021
275,Alpha Innovations,Influencer,Women 35-44,60 days,Email,6%,"$8,786.00",7.56,Houston,Mandarin,397,6102,8,Foodies,02-10-2021
276,NexGen Systems,Influencer,All Ages,60 days,Google Ads,7%,"$14,623.00",3.05,Los Angeles,English,449,7339,1,Fashionistas,03-10-2021
277,DataTech Solutions,Email,Men 25-34,15 days,Instagram,8%,"$6,326.00",5.2,Miami,French,461,7818,2,Health & Wellness,04-10-2021
278,DataTech Solutions,Email,All Ages,30 days,Website,3%,"$18,728.00",5.48,Houston,Mandarin,831,9026,10,Health & Wellness,05-10-2021
279,DataTech Solutions,Email,Men 18-24,30 days,Email,14%,"$12,494.00",7.56,Miami,German,631,9863,10,Fashionistas,06-10-2021
280,NexGen Systems,Display,Men 25-34,60 days,Instagram,2%,"$11,640.00",6.62,Los Angeles,German,560,1229,8,Health & Wellness,07-10-2021
281,NexGen Systems,Search,Women 25-34,60 days,Instagram,1%,"$8,340.00",3.9,Houston,Mandarin,570,8066,5,Health & Wellness,08-10-2021
282,Alpha Innovations,Display,Women 25-34,60 days,Email,11%,"$10,909.00",6.21,Los Angeles,French,921,2726,2,Outdoor Adventurers,09-10-2021
283,DataTech Solutions,Email,All Ages,60 days,YouTube,5%,"$12,008.00",3.01,New York,Mandarin,262,8773,5,Tech Enthusiasts,10-10-2021
284,NexGen Systems,Email,Women 25-34,45 days,Instagram,15%,"$15,178.00",7.68,Chicago,English,294,9365,4,Health & Wellness,11-10-2021
285,Innovate Industries,Search,Women 35-44,30 days,YouTube,2%,"$8,493.00",6.92,Houston,Spanish,257,7802,1,Health & Wellness,12-10-2021
286,TechCorp,Email,Women 35-44,45 days,YouTube,6%,"$11,813.00",6.03,Miami,German,441,6520,6,Fashionistas,13-10-2021
287,Alpha Innovations,Influencer,All Ages,45 days,Instagram,14%,"$11,491.00",7.08,Chicago,Spanish,433,8276,7,Outdoor Adventurers,14-10-2021
288,Innovate Industries,Email,Men 18-24,60 days,Google Ads,5%,"$13,976.00",5.28,Chicago,German,554,8163,4,Outdoor Adventurers,15-10-2021
289,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,2%,"$6,300.00",4.47,Houston,French,704,4780,4,Outdoor Adventurers,16-10-2021
290,TechCorp,Search,Women 35-44,60 days,Instagram,4%,"$9,263.00",5.88,Houston,Spanish,399,8595,4,Health & Wellness,17-10-2021
291,DataTech Solutions,Display,Men 25-34,15 days,Facebook,5%,"$6,609.00",2.27,New York,German,664,4193,4,Foodies,18-10-2021
292,Innovate Industries,Search,Women 35-44,60 days,Website,4%,"$5,037.00",4.3,Los Angeles,English,784,9745,1,Tech Enthusiasts,19-10-2021
293,Innovate Industries,Email,Men 25-34,15 days,Facebook,4%,"$18,537.00",2.25,Chicago,Mandarin,697,5523,6,Outdoor Adventurers,20-10-2021
294,TechCorp,Social Media,Women 25-34,30 days,Website,12%,"$14,238.00",4.53,New York,English,552,1050,6,Foodies,21-10-2021
295,DataTech Solutions,Display,Men 18-24,60 days,Website,5%,"$14,949.00",2.09,Los Angeles,German,200,2467,8,Tech Enthusiasts,22-10-2021
296,Innovate Industries,Influencer,Women 25-34,45 days,YouTube,6%,"$6,243.00",5.09,Houston,German,924,5798,8,Health & Wellness,23-10-2021
297,Alpha Innovations,Display,All Ages,30 days,Instagram,5%,"$12,470.00",7.2,Los Angeles,Spanish,247,4962,10,Outdoor Adventurers,24-10-2021
298,TechCorp,Display,Men 25-34,15 days,Google Ads,6%,"$14,236.00",5.67,Chicago,English,801,3054,4,Fashionistas,25-10-2021
299,DataTech Solutions,Display,Men 25-34,60 days,Email,2%,"$18,677.00",3.71,Los Angeles,Mandarin,334,1647,1,Foodies,26-10-2021
300,Innovate Industries,Social Media,All Ages,60 days,Email,6%,"$17,986.00",7.99,Chicago,German,199,8846,10,Tech Enthusiasts,27-10-2021
301,Alpha Innovations,Social Media,Women 25-34,15 days,Google Ads,7%,"$11,553.00",6.05,New York,Mandarin,420,3838,1,Health & Wellness,28-10-2021
302,Alpha Innovations,Display,Women 25-34,60 days,Website,2%,"$10,856.00",6.46,Houston,French,406,6117,6,Fashionistas,29-10-2021
303,Innovate Industries,Email,Men 18-24,30 days,Google Ads,12%,"$14,564.00",6.35,Houston,Mandarin,771,3901,2,Foodies,30-10-2021
304,TechCorp,Email,Men 25-34,30 days,Facebook,3%,"$7,215.00",6.82,New York,Spanish,586,7959,2,Health & Wellness,31-10-2021
305,DataTech Solutions,Search,Women 25-34,15 days,Google Ads,10%,"$14,291.00",2.94,Los Angeles,German,872,6875,7,Tech Enthusiasts,01-11-2021
306,DataTech Solutions,Display,Men 18-24,15 days,YouTube,9%,"$5,189.00",4.71,Miami,English,845,2395,9,Health & Wellness,02-11-2021
307,Alpha Innovations,Display,Women 25-34,30 days,YouTube,3%,"$8,249.00",6.02,New York,English,566,9149,10,Tech Enthusiasts,03-11-2021
308,Innovate Industries,Email,Men 18-24,45 days,Facebook,14%,"$14,830.00",7.55,Los Angeles,Spanish,858,8551,1,Tech Enthusiasts,04-11-2021
309,Innovate Industries,Display,Women 35-44,30 days,Website,10%,"$5,187.00",5.4,Miami,Mandarin,254,2409,8,Health & Wellness,05-11-2021
310,NexGen Systems,Display,All Ages,30 days,Website,12%,"$6,813.00",5.59,Houston,Spanish,803,2031,3,Foodies,06-11-2021
311,Innovate Industries,Search,All Ages,60 days,Instagram,4%,"$15,776.00",3,Houston,Spanish,325,5452,3,Outdoor Adventurers,07-11-2021
312,Innovate Industries,Social Media,Men 18-24,15 days,Instagram,6%,"$7,059.00",2.34,Los Angeles,Mandarin,695,4167,4,Tech Enthusiasts,08-11-2021
313,DataTech Solutions,Influencer,Women 25-34,45 days,Instagram,11%,"$5,829.00",7.9,Chicago,German,195,8154,9,Tech Enthusiasts,09-11-2021
314,TechCorp,Display,All Ages,45 days,Google Ads,9%,"$8,756.00",4.02,Houston,French,513,6124,9,Health & Wellness,10-11-2021
315,TechCorp,Email,All Ages,60 days,Website,14%,"$13,515.00",5.54,Los Angeles,Spanish,645,1813,2,Health & Wellness,11-11-2021
316,NexGen Systems,Social Media,Women 35-44,60 days,Website,10%,"$11,573.00",3.89,Chicago,German,439,1258,1,Foodies,12-11-2021
317,NexGen Systems,Social Media,Women 25-34,45 days,Instagram,2%,"$18,073.00",4.1,New York,English,737,7217,5,Outdoor Adventurers,13-11-2021
318,Innovate Industries,Social Media,Men 18-24,45 days,Website,6%,"$10,446.00",2.69,Chicago,French,568,2153,8,Tech Enthusiasts,14-11-2021
319,Innovate Industries,Influencer,Women 25-34,45 days,Email,15%,"$10,042.00",4.24,Los Angeles,English,458,5007,7,Fashionistas,15-11-2021
320,Alpha Innovations,Email,Men 25-34,45 days,YouTube,5%,"$16,416.00",7.45,New York,French,233,6820,1,Fashionistas,16-11-2021
321,TechCorp,Search,Men 18-24,45 days,Email,13%,"$15,863.00",2.46,New York,German,652,3790,8,Health & Wellness,17-11-2021
322,DataTech Solutions,Display,Women 25-34,30 days,Email,2%,"$5,720.00",3.2,Chicago,English,568,5613,6,Foodies,18-11-2021
323,TechCorp,Email,Men 18-24,30 days,Website,9%,"$18,371.00",7.02,Chicago,Spanish,515,1957,1,Fashionistas,19-11-2021
324,NexGen Systems,Email,Men 25-34,60 days,Instagram,8%,"$9,735.00",3.15,Chicago,French,730,1745,5,Outdoor Adventurers,20-11-2021
325,TechCorp,Display,All Ages,60 days,Email,6%,"$14,549.00",3.11,Houston,German,619,4159,1,Health & Wellness,21-11-2021
326,Innovate Industries,Influencer,Women 25-34,15 days,Email,13%,"$15,540.00",2.51,Los Angeles,Spanish,946,5454,2,Foodies,22-11-2021
327,Alpha Innovations,Email,Men 25-34,30 days,Email,3%,"$6,398.00",6.12,New York,German,326,7358,4,Fashionistas,23-11-2021
328,TechCorp,Influencer,Men 25-34,30 days,YouTube,1%,"$8,212.00",5.22,Miami,German,800,6207,9,Health & Wellness,24-11-2021
329,DataTech Solutions,Display,All Ages,30 days,Facebook,8%,"$10,423.00",5.32,Los Angeles,English,259,7752,7,Fashionistas,25-11-2021
330,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,10%,"$6,841.00",6.4,Houston,Mandarin,517,1438,9,Health & Wellness,26-11-2021
331,Innovate Industries,Search,Women 35-44,30 days,Email,12%,"$12,716.00",5.92,Houston,Spanish,130,3442,1,Foodies,27-11-2021
332,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,6%,"$7,710.00",2.28,Chicago,English,602,2757,8,Outdoor Adventurers,28-11-2021
333,Innovate Industries,Display,Women 35-44,30 days,Google Ads,13%,"$18,752.00",5.27,Houston,English,474,8594,7,Foodies,29-11-2021
334,NexGen Systems,Influencer,Women 25-34,60 days,Instagram,4%,"$11,848.00",4.99,Los Angeles,English,563,5704,7,Fashionistas,30-11-2021
335,Innovate Industries,Search,Women 35-44,15 days,YouTube,5%,"$5,040.00",7.66,New York,English,285,1599,2,Tech Enthusiasts,01-12-2021
336,Innovate Industries,Social Media,All Ages,15 days,Facebook,7%,"$19,395.00",4.14,Los Angeles,English,282,6235,9,Foodies,02-12-2021
337,DataTech Solutions,Influencer,Men 25-34,60 days,Website,2%,"$6,130.00",3.92,Houston,French,497,2308,8,Foodies,03-12-2021
338,Alpha Innovations,Social Media,Women 35-44,15 days,Email,2%,"$11,045.00",7.34,New York,French,577,3950,8,Health & Wellness,04-12-2021
339,TechCorp,Display,Men 18-24,30 days,Website,8%,"$8,527.00",4.39,Chicago,German,902,2391,2,Foodies,05-12-2021
340,DataTech Solutions,Display,Women 25-34,30 days,Website,13%,"$9,037.00",2.59,Miami,Spanish,443,5607,7,Tech Enthusiasts,06-12-2021
341,Innovate Industries,Influencer,Women 25-34,30 days,Facebook,1%,"$9,524.00",4.16,Chicago,German,199,7575,4,Outdoor Adventurers,07-12-2021
342,DataTech Solutions,Search,Men 25-34,15 days,Instagram,7%,"$5,467.00",4.25,Miami,German,531,3279,5,Foodies,08-12-2021
